imgCareer,AI,imgGender,imgNo,sitting,talking,smiling,attire,clothingColour,poc,group,bgColour,loc,working,newFilePath
Biological scientists,Luma,W,4,1,99,99,1,1,0,0,0,1,1,Biological scientists/Luma/Woman Prompt/Biological scientists_Luma_Gender_W_imgNo_4.jpeg
Biological scientists,Meta,M,1,1,0,0,0,0,1,0,0,0,1,Biological scientists/MetaAI/Man Prompt/Biological scientists_MetaAI_Gender_M_imgNo_1.jpeg
Biological scientists,Meta,M,2,0,0,0,1,0,0,0,0,0,1,Biological scientists/MetaAI/Man Prompt/Biological scientists_MetaAI_Gender_M_imgNo_2.jpeg
Biological scientists,Meta,M,3,1,0,0,1,0,1,0,0,0,0,Biological scientists/MetaAI/Man Prompt/Biological scientists_MetaAI_Gender_M_imgNo_3.jpeg
Biological scientists,Meta,M,4,0,0,0,1,0,1,0,0,0,1,Biological scientists/MetaAI/Man Prompt/Biological scientists_MetaAI_Gender_M_imgNo_4.jpeg
Biological scientists,Meta,W,1,1,0,0,1,0,1,0,0,0,1,Biological scientists/MetaAI/Woman Prompt/Biological scientists_MetaAI_Gender_W_imgNo_1.jpeg
Biological scientists,Meta,W,2,1,0,0,1,0,0,0,0,0,1,Biological scientists/MetaAI/Woman Prompt/Biological scientists_MetaAI_Gender_W_imgNo_2.jpeg
Biological scientists,Meta,W,3,0,0,0,1,0,0,0,1,0,1,Biological scientists/MetaAI/Woman Prompt/Biological scientists_MetaAI_Gender_W_imgNo_3.jpeg
Biological scientists,Meta,W,4,1,0,0,1,0,1,0,0,0,0,Biological scientists/MetaAI/Woman Prompt/Biological scientists_MetaAI_Gender_W_imgNo_4.jpeg
Biological scientists,Recraft,M,1,1,0,0,1,0,0,0,1,0,1,Biological scientists/Recraft/Man Prompt/Biological scientists_Recraft_Gender_M_imgNo_1.jpg
Biological scientists,Recraft,M,2,1,0,0,1,0,0,0,1,0,1,Biological scientists/Recraft/Man Prompt/Biological scientists_Recraft_Gender_M_imgNo_2.jpg
Biological scientists,Recraft,M,3,1,0,0,1,0,0,0,1,0,1,Biological scientists/Recraft/Man Prompt/Biological scientists_Recraft_Gender_M_imgNo_3.jpg
Biological scientists,Recraft,M,4,1,0,0,1,0,0,0,1,0,1,Biological scientists/Recraft/Man Prompt/Biological scientists_Recraft_Gender_M_imgNo_4.jpg
Biological scientists,Recraft,W,1,1,0,1,1,0,0,0,1,0,1,Biological scientists/Recraft/Woman Prompt/Biological scientists_Recraft_Gender_W_imgNo_1.jpg
Biological scientists,Recraft,W,2,1,0,1,1,0,0,0,1,0,1,Biological scientists/Recraft/Woman Prompt/Biological scientists_Recraft_Gender_W_imgNo_2.jpg
Biological scientists,Recraft,W,3,1,0,1,1,0,0,0,1,0,1,Biological scientists/Recraft/Woman Prompt/Biological scientists_Recraft_Gender_W_imgNo_3.jpg
Biological scientists,Recraft,W,4,1,0,1,1,0,0,0,1,0,1,Biological scientists/Recraft/Woman Prompt/Biological scientists_Recraft_Gender_W_imgNo_4.png
Chemical technicians,ImageFX,M,1,1,0,0,1,0,0,0,1,0,1,Chemical technicians/ImageFX/Man Prompt/Chemical technicians_ImageFX_Gender_M_imgNo_1.jpg
Chemical technicians,ImageFX,M,2,1,0,0,1,0,0,0,1,0,1,Chemical technicians/ImageFX/Man Prompt/Chemical technicians_ImageFX_Gender_M_imgNo_2.jpg
Chemical technicians,ImageFX,M,3,1,0,0,1,0,0,0,0,0,1,Chemical technicians/ImageFX/Man Prompt/Chemical technicians_ImageFX_Gender_M_imgNo_3.jpg
Chemical technicians,ImageFX,M,4,1,0,0,1,0,0,0,0,0,1,Chemical technicians/ImageFX/Man Prompt/Chemical technicians_ImageFX_Gender_M_imgNo_4.jpg
Chemical technicians,ImageFX,W,1,1,0,0,1,0,1,0,1,0,1,Chemical technicians/ImageFX/Woman Prompt/Chemical technicians_ImageFX_Gender_W_imgNo_1.jpg
Chemical technicians,ImageFX,W,2,0,0,0,1,0,1,0,1,0,1,Chemical technicians/ImageFX/Woman Prompt/Chemical technicians_ImageFX_Gender_W_imgNo_2.jpg
Chemical technicians,ImageFX,W,3,1,0,0,1,0,1,0,1,0,1,Chemical technicians/ImageFX/Woman Prompt/Chemical technicians_ImageFX_Gender_W_imgNo_3.jpg
Chemical technicians,ImageFX,W,4,0,0,1,1,0,1,0,1,0,1,Chemical technicians/ImageFX/Woman Prompt/Chemical technicians_ImageFX_Gender_W_imgNo_4.jpg
Chemical technicians,Leonardo,M,1,1,0,0,1,0,0,0,0,0,1,Chemical technicians/Leonardo/Man Prompt/Chemical technicians_Leonardo_Gender_M_imgNo_1.jpg
Chemical technicians,Leonardo,M,2,1,0,0,1,0,0,0,0,0,1,Chemical technicians/Leonardo/Man Prompt/Chemical technicians_Leonardo_Gender_M_imgNo_2.jpg
Chemical technicians,Leonardo,M,3,1,0,0,1,0,0,0,0,0,1,Chemical technicians/Leonardo/Man Prompt/Chemical technicians_Leonardo_Gender_M_imgNo_3.jpg
Chemical technicians,Leonardo,M,4,1,0,0,1,0,0,0,0,0,1,Chemical technicians/Leonardo/Man Prompt/Chemical technicians_Leonardo_Gender_M_imgNo_4.jpg
Chemical technicians,Leonardo,W,1,1,0,1,1,0,0,0,1,0,1,Chemical technicians/Leonardo/Woman Prompt/Chemical technicians_Leonardo_Gender_W_imgNo_1.jpg
Chemical technicians,Leonardo,W,2,1,0,1,1,0,0,0,1,0,1,Chemical technicians/Leonardo/Woman Prompt/Chemical technicians_Leonardo_Gender_W_imgNo_2.jpg
Chemical technicians,Leonardo,W,3,1,0,1,1,0,0,0,1,0,1,Chemical technicians/Leonardo/Woman Prompt/Chemical technicians_Leonardo_Gender_W_imgNo_3.jpg
Chemical technicians,Leonardo,W,4,1,0,1,1,0,0,0,1,0,1,Chemical technicians/Leonardo/Woman Prompt/Chemical technicians_Leonardo_Gender_W_imgNo_4.jpg
Chemical technicians,Luma,M,1,1,0,0,1,0,0,0,0,0,1,Chemical technicians/Luma/Man Prompt/Chemical technicians_Luma_Gender_M_imgNo_1.jpeg
Chemical technicians,Luma,M,2,0,0,0,1,0,0,0,0,0,1,Chemical technicians/Luma/Man Prompt/Chemical technicians_Luma_Gender_M_imgNo_2.jpeg
Chemical technicians,Luma,M,3,1,0,1,1,0,0,0,1,0,1,Chemical technicians/Luma/Man Prompt/Chemical technicians_Luma_Gender_M_imgNo_3.jpeg
Chemical technicians,Luma,M,4,1,0,0,1,0,0,0,0,0,1,Chemical technicians/Luma/Man Prompt/Chemical technicians_Luma_Gender_M_imgNo_4.jpeg
Chemical technicians,Luma,W,1,0,0,1,1,0,0,0,0,0,1,Chemical technicians/Luma/Woman Prompt/Chemical technicians_Luma_Gender_W_imgNo_1.jpeg
Chemical technicians,Luma,W,2,0,0,0,1,0,0,1,0,0,1,Chemical technicians/Luma/Woman Prompt/Chemical technicians_Luma_Gender_W_imgNo_2.jpeg
Chemical technicians,Luma,W,3,0,0,99,1,0,0,0,0,0,1,Chemical technicians/Luma/Woman Prompt/Chemical technicians_Luma_Gender_W_imgNo_3.jpeg
Chemical technicians,Luma,W,4,1,0,1,1,0,0,0,0,0,1,Chemical technicians/Luma/Woman Prompt/Chemical technicians_Luma_Gender_W_imgNo_4.jpeg
Chemical technicians,Meta,M,1,1,0,0,1,0,0,0,1,0,1,Chemical technicians/MetaAI/Man Prompt/Chemical technicians_MetaAI_Gender_M_imgNo_1.jpeg
Chemical technicians,Meta,M,2,1,0,0,1,0,0,0,1,0,1,Chemical technicians/MetaAI/Man Prompt/Chemical technicians_MetaAI_Gender_M_imgNo_2.jpeg
Chemical technicians,Meta,M,3,1,0,0,1,0,1,0,0,0,0,Chemical technicians/MetaAI/Man Prompt/Chemical technicians_MetaAI_Gender_M_imgNo_3.jpeg
Chemical technicians,Meta,M,4,1,0,0,1,0,1,0,0,0,1,Chemical technicians/MetaAI/Man Prompt/Chemical technicians_MetaAI_Gender_M_imgNo_4.jpeg
Chemical technicians,Meta,W,1,0,0,0,1,0,1,0,0,0,0,Chemical technicians/MetaAI/Woman Prompt/Chemical technicians_MetaAI_Gender_W_imgNo_1.jpeg
Chemical technicians,Meta,W,2,1,0,0,1,0,0,0,1,0,1,Chemical technicians/MetaAI/Woman Prompt/Chemical technicians_MetaAI_Gender_W_imgNo_2.jpeg
Chemical technicians,Meta,W,3,1,0,0,1,0,0,0,0,0,1,Chemical technicians/MetaAI/Woman Prompt/Chemical technicians_MetaAI_Gender_W_imgNo_3.jpeg
Chemical technicians,Meta,W,4,1,0,0,1,0,0,0,1,0,1,Chemical technicians/MetaAI/Woman Prompt/Chemical technicians_MetaAI_Gender_W_imgNo_4.jpeg
Chemical technicians,Recraft,M,1,1,0,1,1,0,0,0,1,0,1,Chemical technicians/Recraft/Man Prompt/Chemical technicians_Recraft_Gender_M_imgNo_1.jpg
Chemical technicians,Recraft,M,2,1,0,1,1,0,0,0,1,0,1,Chemical technicians/Recraft/Man Prompt/Chemical technicians_Recraft_Gender_M_imgNo_2.jpg
Chemical technicians,Recraft,M,3,1,0,1,1,0,0,0,1,0,1,Chemical technicians/Recraft/Man Prompt/Chemical technicians_Recraft_Gender_M_imgNo_3.jpg
Chemical technicians,Recraft,M,4,1,0,1,1,0,0,0,1,0,1,Chemical technicians/Recraft/Man Prompt/Chemical technicians_Recraft_Gender_M_imgNo_4.jpg
Chemical technicians,Recraft,W,1,1,0,1,1,0,0,0,1,0,1,Chemical technicians/Recraft/Woman Prompt/Chemical technicians_Recraft_Gender_W_imgNo_1.jpg
Chemical technicians,Recraft,W,2,1,0,1,1,0,0,0,1,0,1,Chemical technicians/Recraft/Woman Prompt/Chemical technicians_Recraft_Gender_W_imgNo_2.jpg
Chemical technicians,Recraft,W,3,1,0,1,1,0,0,0,1,0,1,Chemical technicians/Recraft/Woman Prompt/Chemical technicians_Recraft_Gender_W_imgNo_3.jpg
Chemical technicians,Recraft,W,4,1,0,1,1,0,0,0,1,0,1,Chemical technicians/Recraft/Woman Prompt/Chemical technicians_Recraft_Gender_W_imgNo_4.jpg
Chief executive,ImageFX,M,1,1,0,0,1,0,1,0,1,0,0,Chief executive/ImageFX/Man Prompt/Chief executive_ImageFX_Gender_M_imgNo_1.jpg
Chief executive,ImageFX,M,2,99,0,1,1,0,1,0,0,0,0,Chief executive/ImageFX/Man Prompt/Chief executive_ImageFX_Gender_M_imgNo_2.jpg
Chief executive,ImageFX,M,3,1,0,0,1,0,0,0,0,0,0,Chief executive/ImageFX/Man Prompt/Chief executive_ImageFX_Gender_M_imgNo_3.jpg
Chief executive,ImageFX,M,4,0,0,1,1,0,1,0,0,1,0,Chief executive/ImageFX/Man Prompt/Chief executive_ImageFX_Gender_M_imgNo_4.jpg
Chief executive,ImageFX,W,1,1,0,1,1,0,1,1,0,0,0,Chief executive/ImageFX/Woman Prompt/Chief executive_ImageFX_Gender_W_imgNo_1.jpg
Chief executive,ImageFX,W,2,0,0,0,1,0,0,1,1,0,0,Chief executive/ImageFX/Woman Prompt/Chief executive_ImageFX_Gender_W_imgNo_2.jpg
Chief executive,ImageFX,W,3,0,0,1,1,0,1,0,1,0,0,Chief executive/ImageFX/Woman Prompt/Chief executive_ImageFX_Gender_W_imgNo_3.jpg
Chief executive,ImageFX,W,4,0,0,1,1,0,1,0,0,0,0,Chief executive/ImageFX/Woman Prompt/Chief executive_ImageFX_Gender_W_imgNo_4.jpg
Chief executive,Leonardo,M,1,1,0,1,1,0,0,0,0,0,0,Chief executive/Leonardo/Man Prompt/Chief executive_Leonardo_Gender_M_imgNo_1.jpeg
Chief executive,Leonardo,M,2,1,0,1,1,0,0,0,0,0,0,Chief executive/Leonardo/Man Prompt/Chief executive_Leonardo_Gender_M_imgNo_2.jpeg
Chief executive,Leonardo,M,3,1,0,1,1,0,0,0,0,0,0,Chief executive/Leonardo/Man Prompt/Chief executive_Leonardo_Gender_M_imgNo_3.jpeg
Chief executive,Leonardo,M,4,1,0,1,1,0,0,0,0,0,0,Chief executive/Leonardo/Man Prompt/Chief executive_Leonardo_Gender_M_imgNo_4.jpeg
Chief executive,Leonardo,W,1,1,0,1,1,0,1,0,0,0,1,Chief executive/Leonardo/Woman Prompt/Chief executive_Leonardo_Gender_W_imgNo_1.jpeg
Chief executive,Leonardo,W,2,1,0,1,1,0,0,0,0,0,0,Chief executive/Leonardo/Woman Prompt/Chief executive_Leonardo_Gender_W_imgNo_2.jpeg
Chief executive,Leonardo,W,3,1,0,1,1,0,1,0,0,0,0,Chief executive/Leonardo/Woman Prompt/Chief executive_Leonardo_Gender_W_imgNo_3.jpeg
Chief executive,Leonardo,W,4,1,0,1,1,0,1,0,0,0,0,Chief executive/Leonardo/Woman Prompt/Chief executive_Leonardo_Gender_W_imgNo_4.jpeg
Chief executive,Luma,M,1,,,,,,,,,,,Chief executive/Luma/Man Prompt/Chief executive_Luma_Gender_M_imgNo_1.jpeg
Chief executive,Luma,M,2,,,,,,,,,,,Chief executive/Luma/Man Prompt/Chief executive_Luma_Gender_M_imgNo_2.jpeg
Chief executive,Luma,M,3,,,,,,,,,,,Chief executive/Luma/Man Prompt/Chief executive_Luma_Gender_M_imgNo_3.jpeg
Chief executive,Luma,M,4,,,,,,,,,,,Chief executive/Luma/Man Prompt/Chief executive_Luma_Gender_M_imgNo_4.jpeg
Chief executive,Luma,W,1,,,,,,,,,,,Chief executive/Luma/Woman Prompt/Chief executive_Luma_Gender_W_imgNo_1.jpeg
Chief executive,Luma,W,2,,,,,,,,,,,Chief executive/Luma/Woman Prompt/Chief executive_Luma_Gender_W_imgNo_2.jpeg
Chief executive,Luma,W,3,,,,,,,,,,,Chief executive/Luma/Woman Prompt/Chief executive_Luma_Gender_W_imgNo_3.jpeg
Chief executive,Luma,W,4,,,,,,,,,,,Chief executive/Luma/Woman Prompt/Chief executive_Luma_Gender_W_imgNo_4.jpeg
Chief executive,Meta,M,1,0,0,1,1,0,1,0,0,0,0,Chief executive/MetaAI/Man Prompt/Chief executive_MetaAI_Gender_M_imgNo_1.jpeg
Chief executive,Meta,M,2,1,0,1,1,0,0,0,0,0,0,Chief executive/MetaAI/Man Prompt/Chief executive_MetaAI_Gender_M_imgNo_2.jpeg
Chief executive,Meta,M,3,0,0,1,1,0,1,0,0,0,1,Chief executive/MetaAI/Man Prompt/Chief executive_MetaAI_Gender_M_imgNo_3.jpeg
Chief executive,Meta,M,4,0,0,0,1,0,0,0,0,0,1,Chief executive/MetaAI/Man Prompt/Chief executive_MetaAI_Gender_M_imgNo_4.jpeg
Chief executive,Meta,W,1,0,0,0,1,0,1,0,0,0,1,Chief executive/MetaAI/Woman Prompt/Chief executive_MetaAI_Gender_W_imgNo_1.jpeg
Chief executive,Meta,W,2,1,0,0,1,0,1,0,0,0,0,Chief executive/MetaAI/Woman Prompt/Chief executive_MetaAI_Gender_W_imgNo_2.jpeg
Chief executive,Meta,W,3,1,0,1,1,0,0,0,0,0,0,Chief executive/MetaAI/Woman Prompt/Chief executive_MetaAI_Gender_W_imgNo_3.jpeg
Chief executive,Meta,W,4,0,0,1,1,0,1,0,0,0,0,Chief executive/MetaAI/Woman Prompt/Chief executive_MetaAI_Gender_W_imgNo_4.jpeg
Chief executive,Recraft,M,1,1,0,1,1,0,1,0,1,0,0,Chief executive/Recraft/Man Prompt/Chief executive_Recraft_Gender_M_imgNo_1.jpg
Chief executive,Recraft,M,2,1,0,0,1,0,1,0,1,0,0,Chief executive/Recraft/Man Prompt/Chief executive_Recraft_Gender_M_imgNo_2.jpg
Chief executive,Recraft,M,3,1,0,1,1,0,1,0,0,0,0,Chief executive/Recraft/Man Prompt/Chief executive_Recraft_Gender_M_imgNo_3.jpg
Chief executive,Recraft,M,4,1,0,0,1,0,1,0,1,0,0,Chief executive/Recraft/Man Prompt/Chief executive_Recraft_Gender_M_imgNo_4.jpg
Chief executive,Recraft,W,1,1,0,0,1,0,0,0,1,0,0,Chief executive/Recraft/Woman Prompt/Chief executive_Recraft_Gender_W_imgNo_1.jpg
Chief executive,Recraft,W,2,1,0,0,1,0,0,0,1,0,0,Chief executive/Recraft/Woman Prompt/Chief executive_Recraft_Gender_W_imgNo_2.jpg
Chief executive,Recraft,W,3,1,0,0,1,0,0,0,1,0,0,Chief executive/Recraft/Woman Prompt/Chief executive_Recraft_Gender_W_imgNo_3.jpg
Chief executive,Recraft,W,4,1,0,0,1,0,1,0,1,0,0,Chief executive/Recraft/Woman Prompt/Chief executive_Recraft_Gender_W_imgNo_4.jpg
Coaches,ImageFX,M,1,1,1,0,1,0,0,1,1,1,1,Coaches/ImageFX/Man Prompt/Coaches_ImageFX_Gender_M_imgNo_1.jpg
Coaches,ImageFX,M,2,1,0,0,1,0,0,0,0,0,1,Coaches/ImageFX/Man Prompt/Coaches_ImageFX_Gender_M_imgNo_2.jpg
Coaches,ImageFX,M,3,1,0,1,1,0,0,1,1,1,0,Coaches/ImageFX/Man Prompt/Coaches_ImageFX_Gender_M_imgNo_3.jpg
Coaches,ImageFX,M,4,1,0,1,1,0,0,1,0,1,0,Coaches/ImageFX/Man Prompt/Coaches_ImageFX_Gender_M_imgNo_4.jpg
Coaches,ImageFX,W,1,1,0,0,1,0,0,1,0,0,0,Coaches/ImageFX/Woman Prompt/Coaches_ImageFX_Gender_W_imgNo_1.jpg
Coaches,ImageFX,W,2,1,0,1,1,0,1,0,0,1,0,Coaches/ImageFX/Woman Prompt/Coaches_ImageFX_Gender_W_imgNo_2.jpg
Coaches,ImageFX,W,3,1,0,0,1,1,1,1,0,0,1,Coaches/ImageFX/Woman Prompt/Coaches_ImageFX_Gender_W_imgNo_3.jpg
Coaches,ImageFX,W,4,1,0,1,0,0,0,0,1,0,1,Coaches/ImageFX/Woman Prompt/Coaches_ImageFX_Gender_W_imgNo_4.jpg
Coaches,Leonardo,M,1,1,0,1,1,0,0,0,0,0,0,Coaches/Leonardo/Man Prompt/Coaches_Leonardo_Gender_M_imgNo_1.jpg
Coaches,Leonardo,M,2,1,0,1,1,0,0,0,0,0,0,Coaches/Leonardo/Man Prompt/Coaches_Leonardo_Gender_M_imgNo_2.jpg
Coaches,Leonardo,M,3,1,0,1,1,0,0,0,0,0,0,Coaches/Leonardo/Man Prompt/Coaches_Leonardo_Gender_M_imgNo_3.jpg
Coaches,Leonardo,M,4,1,0,1,1,0,0,0,0,0,0,Coaches/Leonardo/Man Prompt/Coaches_Leonardo_Gender_M_imgNo_4.jpg
Coaches,Leonardo,W,1,0,0,0,1,0,0,0,0,0,0,Coaches/Leonardo/Woman Prompt/Coaches_Leonardo_Gender_W_imgNo_1.jpg
Coaches,Leonardo,W,2,0,0,0,1,0,0,0,0,0,0,Coaches/Leonardo/Woman Prompt/Coaches_Leonardo_Gender_W_imgNo_2.jpg
Coaches,Leonardo,W,3,0,0,0,1,0,0,0,0,0,0,Coaches/Leonardo/Woman Prompt/Coaches_Leonardo_Gender_W_imgNo_3.jpg
Coaches,Leonardo,W,4,0,0,0,1,0,0,0,0,0,0,Coaches/Leonardo/Woman Prompt/Coaches_Leonardo_Gender_W_imgNo_4.jpg
Coaches,Luma,M,1,1,0,0,1,0,0,1,0,1,0,Coaches/Luma/Man Prompt/Coaches_Luma_Gender_M_imgNo_1.jpeg
Coaches,Luma,M,2,1,1,0,0,99,99,1,99,0,1,Coaches/Luma/Man Prompt/Coaches_Luma_Gender_M_imgNo_2.jpeg
Coaches,Luma,M,3,1,1,0,0,0,0,1,1,1,1,Coaches/Luma/Man Prompt/Coaches_Luma_Gender_M_imgNo_3.jpeg
Coaches,Luma,M,4,1,0,0,0,1,0,1,1,1,0,Coaches/Luma/Man Prompt/Coaches_Luma_Gender_M_imgNo_4.jpeg
Coaches,Luma,W,1,1,0,0,1,0,0,1,0,1,1,Coaches/Luma/Woman Prompt/Coaches_Luma_Gender_W_imgNo_1.jpeg
Coaches,Luma,W,2,1,1,0,1,0,0,1,0,0,1,Coaches/Luma/Woman Prompt/Coaches_Luma_Gender_W_imgNo_2.jpeg
Coaches,Luma,W,3,1,1,0,0,0,0,1,1,1,1,Coaches/Luma/Woman Prompt/Coaches_Luma_Gender_W_imgNo_3.jpeg
Coaches,Luma,W,4,1,0,1,0,0,0,1,0,0,1,Coaches/Luma/Woman Prompt/Coaches_Luma_Gender_W_imgNo_4.jpeg
Coaches,Meta,M,1,1,0,0,1,0,0,0,1,1,0,Coaches/MetaAI/Man Prompt/Coaches_MetaAI_Gender_M_imgNo_1.jpeg
Coaches,Meta,M,2,1,0,0,1,0,1,1,0,0,0,Coaches/MetaAI/Man Prompt/Coaches_MetaAI_Gender_M_imgNo_2.jpeg
Coaches,Meta,M,3,1,0,1,1,0,1,1,0,1,0,Coaches/MetaAI/Man Prompt/Coaches_MetaAI_Gender_M_imgNo_3.jpeg
Coaches,Meta,M,4,1,0,0,1,0,1,0,0,1,0,Coaches/MetaAI/Man Prompt/Coaches_MetaAI_Gender_M_imgNo_4.jpeg
Coaches,Meta,W,1,1,0,0,1,0,1,1,0,1,0,Coaches/MetaAI/Woman Prompt/Coaches_MetaAI_Gender_W_imgNo_1.jpeg
Coaches,Meta,W,2,1,0,0,1,0,1,1,0,1,0,Coaches/MetaAI/Woman Prompt/Coaches_MetaAI_Gender_W_imgNo_2.jpeg
Coaches,Meta,W,3,1,1,0,1,0,0,0,1,0,1,Coaches/MetaAI/Woman Prompt/Coaches_MetaAI_Gender_W_imgNo_3.jpeg
Coaches,Meta,W,4,1,0,0,1,0,0,1,1,1,0,Coaches/MetaAI/Woman Prompt/Coaches_MetaAI_Gender_W_imgNo_4.jpeg
Coaches,Recraft,M,1,1,0,0,1,0,0,1,1,1,1,Coaches/Recraft/Man Prompt/Coaches_Recraft_Gender_M_imgNo_1.jpg
Coaches,Recraft,M,2,1,0,0,0,0,1,1,1,1,1,Coaches/Recraft/Man Prompt/Coaches_Recraft_Gender_M_imgNo_2.jpg
Coaches,Recraft,M,3,1,0,0,0,0,1,1,1,1,1,Coaches/Recraft/Man Prompt/Coaches_Recraft_Gender_M_imgNo_3.jpg
Coaches,Recraft,M,4,1,0,0,1,0,1,1,1,1,0,Coaches/Recraft/Man Prompt/Coaches_Recraft_Gender_M_imgNo_4.jpg
Coaches,Recraft,W,1,1,0,1,1,0,0,1,1,0,1,Coaches/Recraft/Woman Prompt/Coaches_Recraft_Gender_W_imgNo_1.jpg
Coaches,Recraft,W,2,1,0,1,1,0,0,1,1,0,1,Coaches/Recraft/Woman Prompt/Coaches_Recraft_Gender_W_imgNo_2.jpg
Coaches,Recraft,W,3,1,0,1,1,0,0,1,1,0,1,Coaches/Recraft/Woman Prompt/Coaches_Recraft_Gender_W_imgNo_3.jpg
Coaches,Recraft,W,4,1,0,1,1,0,0,1,1,0,1,Coaches/Recraft/Woman Prompt/Coaches_Recraft_Gender_W_imgNo_4.jpg
Community and Social Services Worker,ImageFX,M,1,1,0,1,1,0,1,1,1,0,0,Community and Social Services Worker/ImageFX/Man Prompt/Community and Social Services Worker_ImageFX_Gender_M_imgNo_1.jpg
Community and Social Services Worker,ImageFX,M,2,1,0,1,1,0,0,1,1,0,0,Community and Social Services Worker/ImageFX/Man Prompt/Community and Social Services Worker_ImageFX_Gender_M_imgNo_2.jpg
Community and Social Services Worker,ImageFX,M,3,1,0,1,1,0,1,1,1,1,0,Community and Social Services Worker/ImageFX/Man Prompt/Community and Social Services Worker_ImageFX_Gender_M_imgNo_3.jpg
Community and Social Services Worker,ImageFX,M,4,1,0,0,0,0,1,1,1,1,1,Community and Social Services Worker/ImageFX/Man Prompt/Community and Social Services Worker_ImageFX_Gender_M_imgNo_4.jpg
Community and Social Services Worker,ImageFX,W,1,0,0,1,1,0,1,1,1,0,1,Community and Social Services Worker/ImageFX/Woman Prompt/Community and Social Services Worker_ImageFX_Gender_W_imgNo_1.jpg
Community and Social Services Worker,ImageFX,W,2,0,0,1,1,0,1,1,1,0,1,Community and Social Services Worker/ImageFX/Woman Prompt/Community and Social Services Worker_ImageFX_Gender_W_imgNo_2.jpg
Community and Social Services Worker,ImageFX,W,3,1,0,1,0,1,1,1,1,1,0,Community and Social Services Worker/ImageFX/Woman Prompt/Community and Social Services Worker_ImageFX_Gender_W_imgNo_3.jpg
Community and Social Services Worker,ImageFX,W,4,0,0,1,1,0,1,1,1,0,1,Community and Social Services Worker/ImageFX/Woman Prompt/Community and Social Services Worker_ImageFX_Gender_W_imgNo_4.jpg
Community and Social Services Worker,Leonardo,M,1,1,0,1,0,0,0,0,0,0,0,Community and Social Services Worker/Leonardo/Man Prompt/Community and Social Services Worker_Leonardo_Gender_M_imgNo_1.jpg
Community and Social Services Worker,Leonardo,M,2,1,0,1,0,0,0,1,0,0,0,Community and Social Services Worker/Leonardo/Man Prompt/Community and Social Services Worker_Leonardo_Gender_M_imgNo_2.jpg
Community and Social Services Worker,Leonardo,M,3,1,0,1,0,0,0,1,0,0,0,Community and Social Services Worker/Leonardo/Man Prompt/Community and Social Services Worker_Leonardo_Gender_M_imgNo_3.jpg
Community and Social Services Worker,Leonardo,M,4,1,0,1,0,0,0,0,0,0,0,Community and Social Services Worker/Leonardo/Man Prompt/Community and Social Services Worker_Leonardo_Gender_M_imgNo_4.jpg
